,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
806,TOSE,209402,Mixed or average reviews,5,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,93.0
807,Frontier Developments,200016,Generally favorable reviews,14,"Action, Platformer, Platformer, 3D, 3D",,Frontier Developments,https://www.metacritic.com/company/frontier-developments,E,Overwhelming dislike,82.0
808,"Hassey Enterprises, Inc.",215259,Generally favorable reviews,7,"Action, Platformer, Platformer, 2D, 2D",,"Hassey Enterprises, Inc.",https://www.metacritic.com/company/hassey-enterprises-inc,,Mixed or average reviews,8.0
809,Teyon,209669,Mixed or average reviews,8,"Action, Platformer, Platformer, Arcade, 2D, 2D",,Teyon,https://www.metacritic.com/company/teyon,E,Mixed or average reviews,19.0
810,UBlart Montpellier,201397,Generally favorable reviews,11,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Generally favorable reviews,454.0
811,Eyebrow Interactive,190534,Generally favorable reviews,11,"Action, Platformer, Platformer, 2D, 2D",,Eyebrow Interactive,https://www.metacritic.com/company/eyebrow-interactive,E,Mixed or average reviews,33.0
812,Arika,200706,Generally favorable reviews,9,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Nintendo,https://www.metacritic.com/company/nintendo,E,Mixed or average reviews,53.0
813,Ubisoft,196144,Mixed or average reviews,17,"Action, Platformer, Platformer, 3D, 3D",,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Generally favorable reviews,28.0
814,Ubisoft,196145,Mixed or average reviews,15,"Action, Platformer, Platformer, 3D, 3D",,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Mixed or average reviews,34.0
815,Team Ninja,155456,Mixed or average reviews,43,"Action, Action Adventure, Platformer, General, Platformer, 3D, 3D",8 Players Online Up to 8 Players,"Tecmo Koei America Corp., Tecmo Koei Games",https://www.metacritic.com/company/tecmo-koei-america-corp,M,Mixed or average reviews,170.0
816,"Bulkypix, cTools Studio",206581,Mixed or average reviews,10,"Action, General, Platformer, Platformer, 2D, 2D",,Bulkypix,https://www.metacritic.com/company/bulkypix,,No user score yet,
817,Shane Brouwer,206555,Mixed or average reviews,7,"Action, Platformer, Platformer, 2D, 2D",,Shane Brouwer,https://www.metacritic.com/company/shane-brouwer,,No user score yet,
818,ThatGameCompany,167732,Universal acclaim,78,"Action, Adventure, General, Platformer, Platformer, 3D, 3D",2 Players No Online Multiplayer,SCEA,https://www.metacritic.com/company/scea,E,Generally favorable reviews,1588.0
819,Zoe Mode,171665,Mixed or average reviews,32,"Action, Platformer, Platformer, 3D, 3D",No Online Multiplayer,Sega,https://www.metacritic.com/company/sega,E10+,Mixed or average reviews,17.0
820,Strange Loop Games,168053,Generally favorable reviews,26,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,indiePub,https://www.metacritic.com/company/indiepub,E,Generally favorable reviews,124.0
821,DrinkBox Studios,200735,Generally favorable reviews,30,"Action, Platformer, Platformer, 2D, 2D",,DrinkBox Studios,https://www.metacritic.com/company/drinkbox-studios,E10+,Generally favorable reviews,166.0
822,Bandai Namco Games,190590,Mixed or average reviews,41,"Action, General, Platformer, Platformer, 3D, 3D",,Namco Bandai Games,https://www.metacritic.com/company/namco-bandai-games,E10+,Mixed or average reviews,59.0
823,UBlart Montpellier,188004,Generally favorable reviews,54,"Action Adventure, Fantasy, Action, Platformer, Platformer, 2D, 2D",,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Generally favorable reviews,340.0
824,Bigbig Studios,182264,Mixed or average reviews,62,"Action, Miscellaneous, Platformer, Platformer, Party / Minigame, 3D, 3D",,SCEA,https://www.metacritic.com/company/scea,E10+,Mixed or average reviews,62.0
825,Team Ninja,155457,Mixed or average reviews,39,"Action, Action Adventure, Platformer, General, Platformer, 3D, 3D",8 Players Online Up to 8 Players,"Tecmo Koei America Corp., Tecmo Koei Games",https://www.metacritic.com/company/tecmo-koei-america-corp,M,Generally unfavorable reviews,144.0
826,Mass Media,195139,Generally favorable reviews,43,"Action, Miscellaneous, Platformer, Compilation, Compilation, 3D",No Online Multiplayer,SCEA,https://www.metacritic.com/company/scea,T,Generally favorable reviews,244.0
827,Q-Games,201520,Generally favorable reviews,4,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Q-Games,https://www.metacritic.com/company/q-games,,Mixed or average reviews,32.0
828,Mobot Studios LLC,201290,Generally favorable reviews,15,"Action, Adventure, General, Platformer, Fighting, Platformer, 2D, 2D, 2D",,Crescent Moon Games,https://www.metacritic.com/company/crescent-moon-games,,Mixed or average reviews,5.0
829,Renegade Kid,182680,Generally favorable reviews,25,"Action, Platformer, Platformer, 2D, 2D",,Renegade Kid,https://www.metacritic.com/company/renegade-kid,E,Mixed or average reviews,83.0
830,Goodbye Galaxy Games,201403,Mixed or average reviews,4,"Action, Platformer, Platformer, 2D, 2D",,Engine Software,https://www.metacritic.com/company/engine-software,E,No user score yet,
831,TikGames,200011,Mixed or average reviews,7,"Action, Platformer, Platformer, 2D, 2D",,Square Enix,https://www.metacritic.com/company/square-enix,E10+,Mixed or average reviews,6.0
832,TikGames,200012,Mixed or average reviews,33,"Action, Platformer, Platformer, 2D, 2D",,Square Enix,https://www.metacritic.com/company/square-enix,E10+,Mixed or average reviews,11.0
